population_generation,individual_generation,individual,constraint_violation,rank,crowding_dist,objective_0,objective_1,constraints_0,constraints_1,real_param_0,real_param_1,real_param_2,real_param_3,real_param_4,real_param_5,real_param_6,real_param_7,real_param_8,real_param_9,real_param_10,real_param_11
0,0,19,0,2,1.27748195396378,14.78098680187453,0.2232184363688978,0,0,3.15329178759698,0.1780887200443337,0.1263954656685232,0.1416217495858758,0.3711534913074514,-0.1565969875994988,-0.03991436477979062,-0.01635685327363876,0.0204815871225406,0.1386725916667034,1.143182297555604,0.08239082553426896
0,0,20,-35424,11,inf,49.81454488183171,4.383238208184583,-35424,0,3.343278412598692,0.1464770685970706,0.1393793656376643,0.08850223623719952,0.491919252221913,-0.06385431022269436,0.02580125505074621,0.010512047581905,0.02868198455809831,0.1058015827636567,0.7453110119045401,0.2295399570898202
0,0,21,0,4,inf,16.57848494240661,0.2223708968983461,0,0,1.405538430794294,0.09558343724160623,0.1813938565337706,0.153876498079407,0.4247245250291374,0.07367974729639837,-0.04177491164404203,-0.007852063233431366,0.03678562273777731,0.04060504973976565,1.983146244335872,0.1671704736030567
0,0,22,-39464,43,inf,49.51414990026542,1.938519981726608,-39464,0,0.6310295989227535,0.1232554893214957,0.1986038153417474,0.07454557969672589,0.433877058761292,0.3732051743484407,0.0008021677769019658,0.005745954267769787,0.04774363403489302,0.01305510846041804,1.43775172562255,0.461680157510537
0,0,23,-17328,6,inf,53.20206192632603,1.633187223689614,-17328,0,1.653184231224456,0.1479420180749685,0.1215111678667378,0.1477062932722447,0.4428099862896929,-0.218980078044043,0.00543139747008263,0.01538737404553934,0.04969753873917398,0.1463721516046824,0.2354778298566786,0.232635700138038
0,0,24,0,3,1.343443375992919,15.68745808114459,0.2182204784095261,0,0,4.16941640571375,0.1866471203902886,0.1599640911942566,0.1376230777121352,0.3718263773704685,-0.1314603338158387,0.02519393829803783,0.005879008564893651,0.03999128674500442,0.0507403516764949,1.084086856065421,0.02271978025077809
0,0,25,-39232,33,inf,41.26864961517914,1.668936072410022,-39232,0,1.565106438756079,0.09254665069211312,0.1772300551555476,0.08708007007849977,0.3944051730325219,0.2491007851254636,0.01522623283696359,0.002852739205112805,0.01184513778876531,0.1366195248450073,0.1936462559083749,0.4545131623548891
0,0,26,0,2,inf,15.24393061551297,0.1936828348992966,0,0,2.893837914203742,0.1463235890904944,0.1697901812592611,0.06657357245655179,0.367378648076818,-0.1579604277899507,-0.03003205086496662,-0.008872614002385277,0.03900039492733627,0.04555657228777901,0.1921380554274082,0.1362832010422207
0,0,27,-39240,34,inf,55.55310636002785,2.103330544147374,-39240,0,1.139803540724446,0.1228930815317135,0.1720232236350569,0.1546648587764487,0.4346237486432052,-0.01491950607186499,0.008327142505630811,0.002816912482068994,0.0112583742199447,0.1806306507702512,0.3783801803084941,0.4966550368968281
0,0,28,0,3,inf,16.91998391959229,0.2018420098477035,0,0,2.429189244391812,0.1517685638836997,0.2167415442271902,0.1469917027052619,0.4726566069314616,-0.2080059525946562,-0.01749078692061603,0.005039694089100797,0.01729705972891715,0.0976431896030957,1.381484123525397,0.1468691317523893
0,0,29,0,3,1.146709355650299,16.12042934387084,0.2095354796963065,0,0,4.53445636030409,0.1238021461035736,0.2098256006652928,0.142765974897324,0.3572337131304156,-0.2254128392954061,-0.03199021500989933,-0.001759324624747843,0.03396723408078761,0.1650209570189553,0.9962319291978982,0.06199196288205235
0,0,30,-38896,28,inf,55.48534181978874,1.582680293475121,-38896,0,1.573143990397499,0.1060406774500065,0.1957402690623921,0.0789917389522158,0.4022463154457841,-0.04059633542226168,-0.007899554003920992,-0.0168919635465566,0.01439474256477229,0.08866020295706697,1.503548772257632,0.3829932974515952
0,0,31,0,3,inf,15.0491030644151,0.2354102957047118,0,0,3.572839468534867,0.1506717770781694,0.201711242767752,0.08607607888502485,0.408857498486755,0.3972454983452964,-0.01016827680796246,-0.00681335817006489,0.03682821376329058,0.138731900026025,1.639568023372536,0.08380969158153316
0,0,32,0,4,inf,16.30256454080938,0.3131800975179711,0,0,4.774875473108206,0.1688473818347622,0.1350195066260013,0.1671322836557169,0.4832254129145346,0.3021989643839825,-0.004782886405923517,0.007860794971969932,0.04438615350391649,0.1708080061302487,0.276879125486887,0.1895483640573217
0,0,33,-27120,7,inf,55.52836993048026,4.596973629154198,-27120,0,1.640732871643553,0.1405965241156088,0.202537947249074,0.09188929882712132,0.4983151594831212,0.2474094743282135,0.03928912128226844,0.01929037112699431,0.035451322719489,0.02790153444339154,1.577377229996394,0.2421209652705499
0,0,34,-37056,15,inf,46.76795305643196,1.005787454882076,-37056,0,3.795024963719588,0.1192207690291926,0.1939174757115835,0.1243415784426651,0.4910924810496936,-0.1976924079486018,0.0404627217353785,-0.01817095035074842,0.03757410292207885,0.03495102027039608,0.8170369788070688,0.04699553352466335
0,0,35,-39368,39,inf,55.55310636002785,2.035264808403113,-39368,0,4.502941644818392,0.08455054107439622,0.135773642038692,0.08268073573390639,0.4216376458203003,0.03733115418218858,0.01454135391025729,0.006818971533988836,0.03602156967959922,0.1435195910104811,1.565730910882301,0.4773669816101708
0,0,36,-37128,16,inf,54.91940856288368,1.216479140247966,-37128,0,3.609135138906868,0.153603820561084,0.1857255637406252,0.07193715229635016,0.4778855165565122,0.5211435781830596,0.01880522245171704,0.01118443266390017,0.02218207585090894,0.1049275184975722,0.8899790317721609,0.05993669839539073
0,0,37,-39440,42,inf,55.56102706877889,1.700690142807368,-39440,0,4.949210159339573,0.1005334787786094,0.1611651026486225,0.1235079942570772,0.449411718420031,0.4379885795819856,0.01339816989117454,0.01536114557222279,0.02985807883454163,0.01259155868624682,0.05754978983770304,0.4188180095863517
0,0,38,-38568,23,inf,39.56750373484222,1.146514430285774,-38568,0,3.543008365092474,0.1575237732507892,0.1317735196360115,0.105189261019289,0.385513546595527,0.1284506570783918,-0.01720962361202424,-0.01930893342237277,0.0246858367980685,0.1226829632510468,1.40303361911144,0.3525847620238645
0,0,39,0,2,1.213672113139354,14.92109973173997,0.2101847853003895,0,0,2.481772553075053,0.09768090343000722,0.2193223054469665,0.1447794842734253,0.4968817600897206,0.1786164767530999,0.002621886336321808,-0.01572925376612217,0.04299736918457123,0.03382821262960969,1.442168516226843,0.1547115095031513
0,0,40,-39384,40,inf,40.12910953935341,1.694059093665303,-39384,0,4.2884581487727,0.1760837846260194,0.2193980111844572,0.1391816142633623,0.4223909363122235,0.5130202632709426,-0.01412268624051059,-0.004173898457964807,0.0341819171861022,0.1511440470875484,1.521292039330718,0.4318795408402983
0,0,41,-39432,41,inf,49.69860943491657,1.299423412425095,-39432,0,0.599710147578443,0.0975909825421406,0.2114358345688765,0.1159446195707514,0.4175125413474465,0.1157501987161958,0.02108558576812375,-0.01366924157664906,0.02990591288550331,0.06346348260295809,0.5643985680374914,0.4742652642070455
0,0,42,-38744,26,inf,54.70608308309263,1.373874912196865,-38744,0,2.976633454718561,0.09531348622822758,0.1516816106942405,0.1607356978811584,0.4707140142698993,0.405818711004848,-0.008588987244718627,-0.01080029158251474,0.04254096874707309,0.1354015630614871,1.358909391530152,0.3489861322935353
0,0,43,-37728,17,inf,39.66952919480721,2.356075989193839,-37728,0,3.166095198854372,0.1892898277391287,0.1820127534614245,0.1512299820716719,0.406742844758209,0.3927421782865465,-0.02346988029577748,0.003092314140519924,0.04730115807587264,0.1636693836382402,1.564077223226336,0.2351034816108944
0,0,44,-39024,30,inf,55.49329356256104,1.732633774060115,-39024,0,1.773539466104703,0.184284262147627,0.1547895218244295,0.1388666524118201,0.4401719366591479,0.4608978895986994,0.02027262205552258,-0.003759284184359807,0.03219371031314894,0.1262403816056627,1.343778535759953,0.3941940018904586
0,0,45,-36832,14,inf,55.47179775255153,1.281625347881583,-36832,0,4.458090739693676,0.1518696506331745,0.187164635919609,0.0829062679743401,0.4126902973457784,0.08422738502986127,0.03960693992055765,-0.004999594138739221,0.01356435395063363,0.03116818767689557,1.199446962079002,0.02196170402939279
0,0,46,-38648,24,inf,51.4572220061652,1.518969473001429,-38648,0,2.874543148163179,0.1555794512463746,0.1470006968340728,0.07185537427332639,0.4341686083033605,0.4489179819977331,0.01873926621498438,-0.01622264402129602,0.01620465551857783,0.149365176597368,1.366937538485754,0.3488970353816893
0,0,47,-38824,27,inf,39.58995258973798,1.162013958886475,-38824,0,1.455185780202554,0.09942458404456325,0.1601410068592496,0.08055398635264405,0.4511691490465636,0.06894735362863103,-0.004641585871454121,0.01388401547408287,0.04423749427054416,0.07127442891732806,0.5576016943833327,0.472869239733377
0,0,48,0,5,inf,21.58144975925455,0.3586662728888534,0,0,1.226996712956298,0.1639817819862849,0.159238845579157,0.1046100942059625,0.3891030064886531,-0.2571848286017979,-0.03714358841668966,-0.01585919050235274,0.03434849955062447,0.06955863242505082,0.5673001437285601,0.1931360825464103
0,0,49,0,1,inf,13.08617580083413,0.2404517516061563,0,0,2.379968908561422,0.1498261851287896,0.2084738361590046,0.1389022577417057,0.392281052353524,-0.1192905636545254,-0.02825344835416198,0.01504673397485099,0.03994529470681511,0.04623372924563152,1.920490706496288,0.1169817790414544
0,0,50,-38672,25,inf,55.40405302690554,1.138206685641513,-38672,0,1.909819458664966,0.1549651965901712,0.1351461724665033,0.131464446979533,0.4880542645156971,-0.2387559522428814,0.01334028988336484,0.007789359373993041,0.02490609318379869,0.03270106274407804,1.392642929973181,0.03403320012600151
0,0,51,0,2,inf,13.79922096727953,0.2267488489372747,0,0,1.74567584841925,0.08846736320352462,0.1582440059401503,0.05487562645319922,0.3686075245351801,-0.1103424864025453,0.04515408670376329,0.0001819758521930566,0.01827472357701964,0.1463600088249623,1.053254493448636,0.06636650287526298
0,0,52,-39776,48,inf,17.3151135832358,2.709323843867924,-39776,0,0.5308292505338864,0.1662971643906984,0.1714543612544056,0.1269682497212067,0.4943150159790753,0.01203302656382044,-0.0242903001700635,0.005470316758917716,0.03917252347073518,0.02078555018589443,1.989890455189349,0.4267328514889987
0,0,53,-39632,46,inf,40.84944784949105,1.7148116013336,-39632,0,4.365420269742241,0.07730270044037188,0.2165195500459469,0.1341424401922895,0.4275494496016891,0.4232091940355739,-0.01292900118158105,0.01817215208124141,0.04250484439742844,0.08112217576001705,0.3385615231894513,0.5039036513188594
0,0,54,0,1,1.546055989117955,14.28036162390563,0.2043462524217052,0,0,3.804650330089834,0.1722296222793585,0.1711231589602469,0.1427313166347524,0.3783671373315939,0.2837387887580848,-0.02057304005093764,0.01796101867195024,0.03553865663719714,0.005654333075378646,1.197564455640048,0.1186720637890199
0,0,55,-37896,18,inf,40.85092681406752,1.280138066755389,-37896,0,2.383126959543098,0.1744274008248677,0.1217299012525908,0.07844778585886114,0.4961618365250811,0.4860439395622387,0.02957131881664274,0.0002387445901586432,0.0482049939914569,0.1716455342925938,1.704896789594369,0.01787391005112061
0,0,56,-39328,38,inf,55.52836993048026,1.486891193633913,-39328,0,2.944150833404205,0.1365585682859607,0.1859487920537565,0.0622416716579843,0.494539377575326,0.3168258906531542,-0.02251595042041162,-0.01284911879832348,0.04756952530941247,0.1768563404358036,0.5175378326444785,0.3842302841569556
0,0,57,-38936,29,inf,42.17103593891243,1.93455045210239,-38936,0,3.75146036853831,0.1560140455704891,0.1465509890047614,0.1504925695237873,0.3735810624679503,-0.07007979578858767,0.04058464035328491,-0.01929619993725077,0.04496518704756736,0.05471371088427696,1.751589765894641,0.3324421018080567
0,0,58,-38528,22,inf,55.58018189961067,1.237137350898209,-38528,0,3.534666594196387,0.08299665388143043,0.1846551318460682,0.1088495143135616,0.4047873196982484,0.4152524436044484,-0.04484147765641791,0.01243899121440576,0.04917857403340858,0.1830796668485737,0.0101532615759393,0.01950279621636148
0,0,59,-30968,8,inf,39.68489219536257,8.733589687283695,-30968,0,2.970684978110356,0.1600952527063814,0.1500878067274982,0.1611689563272549,0.4797706013125034,-0.2113646838270247,0.02476445214373653,-0.01842806658595005,0.04619899147946905,0.0899866533801445,1.72927575235456,0.2477417624230654
1,0,1,0,1,inf,14.36791541733664,0.1869525501010751,0,0,2.41761036415521,0.1909816149635621,0.1273740581085,0.09819477273702004,0.3662347706532549,-0.08754084849531191,-0.01934131585407407,-0.01266864425121439,0.03835752455371116,0.102826949219196,1.326103915593783,0.1285129831696631
1,1,39,0,1,1.546055989117955,14.01922736514032,0.2036504606487963,0,0,3.803540471830303,0.1189563287761893,0.1942179709674592,0.1208098300342243,0.4731669304152142,-0.2074974475736544,-0.01735054345755887,-0.01840279854798505,0.01708438908481647,0.09797608406406769,1.386681149266725,0.1461963242198831
1,0,8,0,1,1.415842050026793,13.26821054327349,0.2237641529997207,0,0,4.233190866281966,0.1858398780298424,0.1222239409797399,0.1145171070217724,0.3582335874059687,0.4647319377110149,0.0492682583912631,0.01786915760805085,0.02196367686136806,0.1490580521820353,1.69775512217838,0.1432644858754123
1,0,49,0,1,inf,13.08617580083413,0.2404517516061563,0,0,2.379968908561422,0.1498261851287896,0.2084738361590046,0.1389022577417057,0.392281052353524,-0.1192905636545254,-0.02825344835416198,0.01504673397485099,0.03994529470681511,0.04623372924563152,1.920490706496288,0.1169817790414544
1,1,52,0,2,inf,14.48194102633415,0.1880370797278057,0,0,1.780930080369705,0.09451052345406583,0.218312535763999,0.1389481327496199,0.4421725522759034,0.4721675478875014,0.00290978423871394,-0.01352220235756429,0.04216920205023247,0.1291923704121188,1.443563854643512,0.1520663434876267
1,0,54,0,2,2,14.28036162390563,0.2043462524217052,0,0,3.804650330089834,0.1722296222793585,0.1711231589602469,0.1427313166347524,0.3783671373315939,0.2837387887580848,-0.02057304005093764,0.01796101867195024,0.03553865663719714,0.005654333075378646,1.197564455640048,0.1186720637890199
1,0,51,0,2,inf,13.79922096727953,0.2267488489372747,0,0,1.74567584841925,0.08846736320352462,0.1582440059401503,0.05487562645319922,0.3686075245351801,-0.1103424864025453,0.04515408670376329,0.0001819758521930566,0.01827472357701964,0.1463600088249623,1.053254493448636,0.06636650287526298
1,1,14,0,3,inf,18.87076954076167,0.1908247451504816,0,0,4.286913592066105,0.1715973950783355,0.1232075247717179,0.1222822037964886,0.3588998335515043,0.2163961920168213,0.01501979288218051,0.01804112649636514,0.01138738833618333,0.1495445469126232,1.385426175301126,0.146522615767553
1,1,57,0,3,0.8564335924104483,15.59732129942705,0.1933261011303747,0,0,3.287713597810209,0.08938205992397913,0.1808511014241098,0.09352464768980959,0.4238742648021473,0.07230028421435483,-0.04307257798427796,-0.0125666786643382,0.01128423998377277,0.04095931248882866,1.944165206477019,0.1640502000208064
1,0,26,0,3,0.387647595041225,15.24393061551297,0.1936828348992966,0,0,2.893837914203742,0.1463235890904944,0.1697901812592611,0.06657357245655179,0.367378648076818,-0.1579604277899507,-0.03003205086496662,-0.008872614002385277,0.03900039492733627,0.04555657228777901,0.1921380554274082,0.1362832010422207
1,1,59,0,3,0.4586401332969783,15.02748887146605,0.2044525923780512,0,0,2.383020516232772,0.1909078383642256,0.1217496017537258,0.07831494216590007,0.3663414959590431,0.4594756966687948,0.03136184552424807,0.0006962973986620958,0.048116247173285,0.1715650245947495,1.334888879484165,0.01996041969422453
1,1,47,0,3,0.6414127488503605,14.54400758701778,0.2066109117377881,0,0,4.458090739693676,0.1518696506331745,0.187164635919609,0.0885134946791669,0.4126902973457784,0.08422738502986127,0.03960693992055765,-0.01094704748846133,0.01356435395063363,0.03116818767689557,1.199446962079002,0.02196170402939279
1,1,46,0,3,0.5883846952124937,14.52531238637969,0.2269057595000372,0,0,4.53445636030409,0.1238021461035736,0.2093440728625096,0.142765974897324,0.3572337131304156,-0.2254128392954061,-0.03199021500989933,-0.001759324624747843,0.03396723408078761,0.1650209570189553,0.9962319291978982,0.06199196288205235
1,1,38,0,3,0.1998096719137535,14.41577769121518,0.2302575891110336,0,0,2.477682205726321,0.1520330041367028,0.2164410489712951,0.150523451097508,0.4905821574247228,-0.1982009129696036,0.04032073253670707,0.004395953598328552,0.03778677939865129,0.03461812597581709,0.811839953065401,0.04766835136833952
1,1,4,0,3,inf,14.27219680390377,0.2330132879866804,0,0,2.983862584230681,0.1446651492280249,0.1490163086223886,0.0851874154691471,0.4777092323630848,-0.2559670468432396,0.02539201430574209,-0.007451625127977078,0.03700235438114319,0.08901376877598281,1.635132102516698,0.08735547776772008
1,0,28,0,4,inf,16.91998391959229,0.2018420098477035,0,0,2.429189244391812,0.1517685638836997,0.2167415442271902,0.1469917027052619,0.4726566069314616,-0.2080059525946562,-0.01749078692061603,0.005039694089100797,0.01729705972891715,0.0976431896030957,1.381484123525397,0.1468691317523893
1,1,1,0,4,0.7953539643922015,16.06449929131632,0.2050403026155504,0,0,4.739318679136323,0.1513039125510315,0.2175142775427134,0.1472632153904948,0.4713221729487159,0.2872340058531684,-0.005729747484493167,0.005021682711237104,0.04415839881994103,0.09849966150290444,1.364938609284009,0.1466860956188127
1,1,28,0,4,0.631183674952503,15.30020896287054,0.2059310637243815,0,0,4.233190866281966,0.1858398780298424,0.1222239409797399,0.1145171070217724,0.3582335874059687,0.4647319377110149,0.0478907958805077,0.01786915760805085,0.02196367686136806,0.1490580521820353,1.69775512217838,0.1432644858754123
1,0,39,0,4,0.6263629012386822,14.92109973173997,0.2101847853003895,0,0,2.481772553075053,0.09768090343000722,0.2193223054469665,0.1447794842734253,0.4968817600897206,0.1786164767530999,0.002621886336321808,-0.01572925376612217,0.04299736918457123,0.03382821262960969,1.442168516226843,0.1547115095031513
1,1,30,0,4,0.8083959266068788,14.74904981677623,0.2188395920419745,0,0,3.152486698737115,0.1770732770098918,0.2051773736593452,0.08760602348804021,0.4083849964155524,-0.1570844301073544,-0.01157952229109254,-0.006598715501968029,0.03670809845045146,0.1386705601493743,1.634243050109857,0.08239561753417436
1,1,55,0,4,0.5782831343691163,14.52065527331771,0.2310023869817954,0,0,4.798852412807948,0.1498958125194645,0.2094381515025541,0.1679922729513987,0.4793025916491965,0.2995568553668516,-0.02864791871043062,0.008115625427764308,0.03988317679576223,0.04809272931065624,1.924755708100749,0.1868126235713806
1,1,54,0,4,inf,14.49899800900694,0.2342182347515549,0,0,2.354359750320567,0.1687777544440874,0.1340568253562696,0.1379968915030766,0.3962025204288278,-0.1166483596298894,-0.004388416049416775,0.01820183959532011,0.04444827141496894,0.1689485691061214,0.2687318822686977,0.1197175195273958
1,1,10,0,5,inf,22.80822172001256,0.2039685879354993,0,0,1.618794708936521,0.1464055560991761,0.1691641839514653,0.09059326528914305,0.4985595334001706,-0.1535634095544045,0.03722128924321806,0.01944672792135903,0.03908058414896735,0.04689989949475266,1.590616070766418,0.1360375582882079
1,1,25,0,5,0.8975546791064415,16.65705046188608,0.2058069728509949,0,0,3.135599069897075,0.1720103136741802,0.1265536354333853,0.1416013599060105,0.3786491150651738,0.2782001270748949,-0.04012117138551122,-0.01761280605202096,0.02023720658250457,0.006380946230708631,1.197141819969403,0.1184254753564208
1,0,29,0,5,0.314017491786097,16.12042934387084,0.2095354796963065,0,0,4.53445636030409,0.1238021461035736,0.2098256006652928,0.142765974897324,0.3572337131304156,-0.2254128392954061,-0.03199021500989933,-0.001759324624747843,0.03396723408078761,0.1650209570189553,0.9962319291978982,0.06199196288205235
1,1,36,0,5,0.2482952065367433,15.53123819917719,0.2166474584363048,0,0,4.543408579626704,0.1090330816990289,0.1570709082012968,0.08754452269707352,0.4026964148622082,-0.2569068427593343,-0.01241601664838205,-0.007344862232882811,0.04027111024600215,0.0655931851808772,0.527029930448459,0.1555956472938816
1,1,44,0,5,0.0943309378563167,15.23211224502485,0.2181207921923221,0,0,1.142891417193775,0.1536018905873031,0.2320615474505276,0.06195105276340926,0.428629689526778,0.4991077487943499,0.01641843761332336,-0.01121785702113494,0.02221092461423348,0.1067138268584048,0.9014983280588188,0.05260722095067022
1,1,24,0,5,0.0651249607377009,15.11553951728849,0.2193361905097247,0,0,3.822343047789738,0.178308028649512,0.1709676802449225,0.1427517063146177,0.3677535591321022,-0.1510569261223034,-0.02036623329306377,0.01898575444348065,0.03578303718312094,0.1382424777419836,1.14360493322625,0.08263741396686811
1,1,31,0,5,0.05577044292225238,14.89936915156114,0.219641925180094,0,0,3.573644557394732,0.1516872201120203,0.1233124367456502,0.1400918047615574,0.3716259934387824,0.4045393021839206,-0.03850311320691301,-0.01657149272825535,0.02060170244074985,0.138733931543354,1.148507270780146,0.08380489958162778
1,1,40,0,5,0.07310545808418907,14.82312454543531,0.2205841302035713,0,0,3.488151972703268,0.08418543469584802,0.1219055539343769,0.1090395826177227,0.490929504316619,0.4164011029945119,0.02994322186564454,7.894709773735489e-05,0.0481629149577076,0.182894793402263,1.694734084982042,0.01951070113216846
1,0,19,0,5,0.7643359988637402,14.78098680187453,0.2232184363688978,0,0,3.15329178759698,0.1780887200443337,0.1263954656685232,0.1416217495858758,0.3711534913074514,-0.1565969875994988,-0.03991436477979062,-0.01635685327363876,0.0204815871225406,0.1386725916667034,1.143182297555604,0.08239082553426896
1,1,2,0,5,inf,14.51041716909858,0.2647535493413944,0,0,1.654683706577796,0.08980263054212892,0.1212422491634362,0.1423554913296765,0.4413488621051728,-0.215117767810725,0.04508344168671081,0.01704994842870628,0.01842667145371977,0.1463602557253016,1.067114079804148,0.06653508349289622
1,1,48,0,6,inf,16.85310561298056,0.2076446335594404,0,0,2.38467881528484,0.1444785216474232,0.1695974202705187,0.09811266078692479,0.3662364118457693,-0.1563313685557598,-0.03057117730268094,-0.01303171296502156,0.03835090990140308,0.04520239592242917,1.37116143745739,0.1284184146270845
1,1,15,0,6,1.027041716616537,16.57571802858013,0.2162913639435379,0,0,0.8061422987016746,0.1398841441300649,0.1222529745655291,0.1146093081008464,0.4413784082655432,0.4660599357706984,0.0491977076635067,0.003528853176489075,0.02183392272503274,0.02148909164147969,1.705075022127077,0.06232447385512725
1,0,24,0,6,1.534819575337029,15.68745808114459,0.2182204784095261,0,0,4.16941640571375,0.1866471203902886,0.1599640911942566,0.1376230777121352,0.3718263773704685,-0.1314603338158387,0.02519393829803783,0.005879008564893651,0.03999128674500442,0.0507403516764949,1.084086856065421,0.02271978025077809
